10167685-10103|0000975|1|9999|9200|0|0|0|0|1
10167700-10103|0001790|1|9999|9300|0|0|0|0|1
10167664-10103|0013235|1|9999|2550|0|0|0|0|1
10167664-10103|0025274|1|9999|3700|0|0|0|0|1
10167664-10103|0013234|1|9999|2550|0|0|0|0|1
10167719-10103|0066662|1|9999|12900|0|0|0|0|1
10167693-10103|0001560|1|9999|14900|0|0|0|0|1
10167691-10103|0004514|1|9999|3900|0|0|0|0|1
10167585-10103|0025527|1|9999|326500|0|0|0|0|1
10167693-10103|0033351|1|9999|18900|0|0|0|0|1
10167693-10103|0034062|1|9999|10500|0|0|0|0|1
10167701-10103|0032424|1|9999|21600|0|0|0|0|1
10167704-10103|0004539|1|9999|29500|0|0|0|0|1
10167691-10103|0060361|1|9999|36500|0|0|0|0|1
10167693-10103|0004595|1|9999|29200|0|0|0|0|1
10167585-10103|0025746|1|9999|287900|0|0|0|0|1
10167719-10103|0030290|1|9999|4500|0|0|0|0|1
10167693-10103|0065076|1|9999|6000|0|0|0|0|1
10167685-10103|0068831|1|9999|55900|0|0|0|0|1
10167662-10103|0025995|1|9999|40850|0|0|0|0|1
10167693-10103|0034057|1|9999|7300|0|0|0|0|1
10167700-10103|0004776|1|9999|3200|0|0|0|0|1
10167711-10103|0059833|1|9999|16100|0|0|0|0|1
10167693-10103|0017632|1|9999|9300|0|0|0|0|1
10167662-10103|0015834|1|9999|42750|0|0|0|0|1
10167710-10103|0025623|1|9999|136900|0|0|0|0|1
10167719-10103|0016924|1|9999|53500|0|0|0|0|1
10167682-10103|0002046|1|9999|20500|0|0|0|0|1
10167664-10103|0008872|1|9999|11300|0|0|0|0|1
10167719-10103|0012074|1|9999|6300|0|0|0|0|1
10167682-10103|0002577|1|9999|13500|0|0|0|0|1
10167719-10103|0047211|1|9999|7000|0|0|0|0|1
10167664-10103|0033431|1|9999|10500|0|0|0|0|1
10167719-10103|0010032|1|9999|6600|0|0|0|0|1
10167693-10103|0078954|1|9999|6000|0|0|0|0|1
10167693-10103|0081505|1|9999|11700|0|0|0|0|1
10167693-10103|0025816|1|9999|137900|0|0|0|0|1
10167693-10103|0025776|1|9999|185900|0|0|0|0|1
10167719-10103|0008602|1|9999|3000|0|0|0|0|1
10167714-10103|0025489|1|9999|25500|0|0|0|0|1
10167691-10103|0004529|1|9999|3500|0|0|0|0|1
10167682-10103|0031049|1|9999|21500|0|0|0|0|1
10167719-10103|0016559|1|9999|6300|0|0|0|0|1
10167682-10103|0003374|1|9999|12900|0|0|0|0|1
10167693-10103|0034058|1|9999|7900|0|0|0|0|1
10167685-10103|0065217|1|9999|164500|0|0|0|0|1
10167719-10103|0013068|1|9999|6300|0|0|0|0|1
10167700-10103|0001789|1|9999|6400|0|0|0|0|1
10167693-10103|0079733|1|9999|6000|0|0|0|0|1
10167685-10103|0068833|1|9999|56500|0|0|0|0|1
10167691-10103|0079157|1|9999|33900|0|0|0|0|1
10167682-10103|0003020|1|9999|12500|0|0|0|0|1
10167685-10103|0071523|1|9999|39500|0|0|0|0|1
10167704-10103|0002935|1|9999|36900|0|0|0|0|1
10167719-10103|0045316|1|9999|7150|0|0|0|0|1
10167662-10103|0033435|1|9999|15550|0|0|0|0|1
10167682-10103|0031058|1|9999|21500|0|0|0|0|1
10167662-10103|0033440|1|9999|15550|0|0|0|0|1
10167719-10103|0015506|1|9999|4500|0|0|0|0|1
10167664-10103|0012190|1|9999|3700|0|0|0|0|1
10167707-10103|0054329|1|9999|2200|0|0|0|0|1
10167693-10103|0081504|1|9999|11700|0|0|0|0|1
10167719-10103|0013841|1|9999|6300|0|0|0|0|1
10167693-10103|0034056|1|9999|7300|0|0|0|0|1
10167719-10103|0079793|1|9999|4700|0|0|0|0|1
10167662-10103|0047127|1|9999|27650|0|0|0|0|1
10167711-10103|0025722|1|9999|4600|0|0|0|0|1
10167691-10103|0004207|1|9999|10300|0|0|0|0|1
10167693-10103|0025815|1|9999|137900|0|0|0|0|1
10167664-10103|0033432|1|9999|7300|0|0|0|0|1
10167685-10103|0071525|1|9999|44500|0|0|0|0|1
10167693-10103|0066306|1|9999|2600|0|0|0|0|1
10167719-10103|0014091|1|9999|8150|0|0|0|0|1
10167700-10103|0001786|1|9999|3600|0|0|0|0|1
10167742-10103|0003465|1|9999|19900|0|0|0|0|1
10167719-10103|0082578|1|9999|6250|0|0|0|0|1
10167711-10103|0025723|1|9999|2900|0|0|0|0|1
10167693-10103|0035873|1|9999|312900|0|0|0|0|1
10167742-10103|0062907|1|9999|19900|0|0|0|0|1
10167664-10103|0013236|1|9999|2550|0|0|0|0|1
10167719-10103|0013067|1|9999|6300|0|0|0|0|1
10167719-10103|0080178|1|9999|2000|0|0|0|0|1
10167682-10103|0000959|1|9999|10500|0|0|0|0|1
10167711-10103|0009912|1|9999|15900|0|0|0|0|1
10167719-10103|0015433|1|9999|7150|0|0|0|0|1
10167719-10103|0064796|1|9999|18000|0|0|0|0|1
10167685-10103|0068836|1|9999|55900|0|0|0|0|1
10167711-10103|0011342|1|9999|15900|0|0|0|0|1
10167693-10103|0011069|1|9999|156900|0|0|0|0|1
10167664-10103|0033430|1|9999|10500|0|0|0|0|1
10167719-10103|0014848|1|9999|7150|0|0|0|0|1
10167682-10103|0030962|1|9999|20500|0|0|0|0|1
10167700-10103|0001791|1|9999|3600|0|0|0|0|1
10167700-10103|0001788|1|9999|6400|0|0|0|0|1
10167693-10103|0017099|1|9999|100900|0|0|0|0|1
10167664-10103|0008853|1|9999|11300|0|0|0|0|1
10167664-10103|0011558|1|9999|4000|0|0|0|0|1
10167664-10103|0082492|1|9999|12100|0|0|0|0|1
10167719-10103|0013250|1|9999|7150|0|0|0|0|1
10167682-10103|0030934|1|9999|20500|0|0|0|0|1
10167693-10103|0001835|1|9999|14900|0|0|0|0|1
10167711-10103|0017313|1|9999|13900|0|0|0|0|1
10167664-10103|0016935|1|9999|3700|0|0|0|0|1
10167682-10103|0003692|1|9999|10500|0|0|0|0|1
10167719-10103|0013253|1|9999|7150|0|0|0|0|1
10167693-10103|0063180|1|9999|144900|0|0|0|0|1
10167662-10103|0011964|1|9999|42400|0|0|0|0|1
10167683-10103|0074854|1|9999|82500|0|0|0|0|1
10167662-10103|0015819|1|9999|42750|0|0|0|0|1
10167719-10103|0065446|1|9999|11900|0|0|0|0|1
10167710-10103|0060652|1|9999|90900|0|0|0|0|1
10167719-10103|0013069|1|9999|6300|0|0|0|0|1
10167711-10103|0065399|1|9999|17500|0|0|0|0|1
10167719-10103|0059848|1|9999|25850|0|0|0|0|1
10167719-10103|0029722|1|9999|6100|0|0|0|0|1
10167585-10103|0026036|1|9999|155500|0|0|0|0|1
10167700-10103|0003542|1|9999|14500|0|0|0|0|1
10167664-10103|0035811|1|9999|6700|0|0|0|0|1
10167719-10103|0010034|1|9999|6600|0|0|0|0|1
10167683-10103|0074857|1|9999|98500|0|0|0|0|1
10167693-10103|0072652|1|9999|105900|0|0|0|0|1
10167691-10103|0073891|1|9999|32500|0|0|0|0|1
10167700-10103|0001787|1|9999|9300|0|0|0|0|1
10167719-10103|0029895|1|9999|3900|0|0|0|0|1
10167691-10103|0000613|1|9999|24900|0|0|0|0|1
10167691-10103|0004226|1|9999|33900|0|0|0|0|1
10167683-10103|0074856|1|9999|82500|0|0|0|0|1
10167693-10103|0030571|1|9999|6600|0|0|0|0|1
10167714-10103|0055460|1|9999|83500|0|0|0|0|1
10167707-10103|0003964|1|9999|15400|0|0|0|0|1
10167746-10103|0060331|1|9999|4950|0|0|0|0|1
10167693-10103|0025830|1|9999|84900|0|0|0|0|1
10167693-10103|0008817|1|9999|84900|0|0|0|0|1
10167693-10103|0072651|1|9999|107900|0|0|0|0|1
10167711-10103|0074716|1|9999|12600|0|0|0|0|1
10167685-10103|0000976|1|9999|9200|0|0|0|0|1
10167664-10103|0013956|1|9999|7300|0|0|0|0|1
10167719-10103|0047212|1|9999|7000|0|0|0|0|1
10167685-10103|0068837|1|9999|58900|0|0|0|0|1
10167691-10103|0004535|1|9999|2500|0|0|0|0|1
10167742-10103|0032828|1|9999|34900|0|0|0|0|1
10167685-10103|0065223|1|9999|170900|0|0|0|0|1
10167585-10103|0025530|1|9999|145000|0|0|0|0|1
10167691-10103|0003737|1|9999|10300|0|0|0|0|1
10167685-10103|0068832|1|9999|55900|0|0|0|0|1
10167691-10103|0029131|1|9999|20500|0|0|0|0|1
10167710-10103|0025622|1|9999|136900|0|0|0|0|1
10167691-10103|0001250|1|9999|10300|0|0|0|0|1
10167691-10103|0001252|1|9999|10300|0|0|0|0|1
10167691-10103|0001251|1|9999|10300|0|0|0|0|1
10167662-10103|0008162|1|9999|37900|0|0|0|0|1
10167711-10103|0029729|1|9999|6300|0|0|0|0|1
10167719-10103|0064114|1|9999|9500|0|0|0|0|1
10167719-10103|0066661|1|9999|12900|0|0|0|0|1
10167700-10103|0001243|1|9999|14500|0|0|0|0|1
10167700-10103|0003541|1|9999|14500|0|0|0|0|1
10167711-10103|0081565|1|9999|277900|0|0|0|0|1
10167682-10103|0031048|1|9999|21500|0|0|0|0|1
10167719-10103|0013203|1|9999|7150|0|0|0|0|1
10167693-10103|0025889|1|9999|195900|0|0|0|0|1
10167700-10103|0002277|1|9999|14500|0|0|0|0|1
10167693-10103|0009137|1|9999|11150|0|0|0|0|1
10167693-10103|0017163|1|9999|91500|0|0|0|0|1
10167710-10103|0008438|1|9999|9400|0|0|0|0|1
10167693-10103|0025392|1|9999|84900|0|0|0|0|1
10167719-10103|0016660|1|9999|35000|0|0|0|0|1
10167719-10103|0016661|1|9999|18900|0|0|0|0|1
10167682-10103|0004409|1|9999|4800|0|0|0|0|1
10167682-10103|0002001|1|9999|10500|0|0|0|0|1
10167693-10103|0065077|1|9999|6000|0|0|0|0|1
10167693-10103|0030539|1|9999|6600|0|0|0|0|1
10167693-10103|0033350|1|9999|10500|0|0|0|0|1
10167662-10103|0033441|1|9999|16700|0|0|0|0|1
10167693-10103|0033396|1|9999|195900|0|0|0|0|1
10167664-10103|0014114|1|9999|16100|0|0|0|0|1
10167664-10103|0012193|1|9999|16100|0|0|0|0|1
10167664-10103|0016933|1|9999|4000|0|0|0|0|1
10167711-10103|0075098|1|9999|9900|0|0|0|0|1
10167585-10103|0025526|1|9999|326500|0|0|0|0|1
10167682-10103|0000960|1|9999|13500|0|0|0|0|1
10167693-10103|0061019|1|9999|160900|0|0|0|0|1
10167719-10103|0061247|1|9999|36000|0|0|0|0|1
10167691-10103|0001268|1|9999|10300|0|0|0|0|1
10167585-10103|0026035|1|9999|155500|0|0|0|0|1
10167682-10103|0030940|1|9999|20500|0|0|0|0|1
10167719-10103|0070095|1|9999|32900|0|0|0|0|1
10167693-10103|0079732|1|9999|6000|0|0|0|0|1
10167719-10103|0073235|1|9999|14950|0|0|0|0|1
10167693-10103|0025896|1|9999|185900|0|0|0|0|1
10167719-10103|0070458|1|9999|5500|0|0|0|0|1
10167662-10103|0025307|1|9999|40850|0|0|0|0|1
10167710-10103|0038482|1|9999|9400|0|0|0|0|1
10167719-10103|0066663|1|9999|11900|0|0|0|0|1
10167719-10103|0079792|1|9999|4700|0|0|0|0|1
10167664-10103|0025280|1|9999|3700|0|0|0|0|1
10167719-10103|0037023|1|9999|21900|0|0|0|0|1
10167693-10103|0011070|1|9999|156900|0|0|0|0|1
10167711-10103|0081564|1|9999|277900|0|0|0|0|1
10167693-10103|0025817|1|9999|137900|0|0|0|0|1
10167693-10103|0066307|1|9999|2600|0|0|0|0|1
10167719-10103|0038106|1|9999|21500|0|0|0|0|1
10167682-10103|0029152|1|9999|30500|0|0|0|0|1
10167719-10103|0051112|1|9999|4800|0|0|0|0|1
10167693-10103|0053373|1|9999|18900|0|0|0|0|1
10167700-10103|0079539|1|9999|28800|0|0|0|0|1
10167700-10103|0079537|1|9999|28800|0|0|0|0|1
10167719-10103|0084322|1|9999|3700|0|0|0|0|1
10167719-10103|0084323|1|9999|3700|0|0|0|0|1
10167719-10103|0062056|1|9999|7150|0|0|0|0|1
10167700-10103|0003135|1|9999|3600|0|0|0|0|1
10167704-10103|0003143|1|9999|7600|0|0|0|0|1
10167704-10103|0003144|1|9999|7600|0|0|0|0|1
10167707-10103|0071416|1|9999|16400|0|0|0|0|1
10167665-10103|0039611|1|9999|262900|0|0|0|0|1
10167665-10103|0062416|1|9999|292900|0|0|0|0|1
10167719-10103|0009904|1|9999|13200|0|0|0|0|1
10167682-10103|0029020|1|9999|30500|0|0|0|0|1
10167683-10103|0029120|1|9999|23200|0|0|0|0|1
10167683-10103|0029094|1|9999|23200|0|0|0|0|1
10167682-10103|0033612|1|9999|8900|0|0|0|0|1
10167682-10103|0033611|1|9999|8900|0|0|0|0|1
10167682-10103|0033613|1|9999|8900|0|0|0|0|1
10167682-10103|0084551|1|9999|4500|0|0|0|0|1
10167682-10103|0084554|1|9999|12500|0|0|0|0|1
10167682-10103|0084555|1|9999|12500|0|0|0|0|1
10167700-10103|0084546|1|9999|13200|0|0|0|0|1
10167700-10103|0084613|1|9999|14000|0|0|0|0|1
10167700-10103|0084614|1|9999|14000|0|0|0|0|1
10167704-10103|0084544|1|9999|16200|0|0|0|0|1
10167704-10103|0084545|1|9999|16200|0|0|0|0|1
10167704-10103|0084582|1|9999|8900|0|0|0|0|1
10167711-10103|0070545|1|9999|3800|0|0|0|0|1
10167711-10103|0072379|1|9999|3800|0|0|0|0|1
10167711-10103|0072380|1|9999|3800|0|0|0|0|1
10167711-10103|0072381|1|9999|3800|0|0|0|0|1
10167711-10103|0035939|1|9999|7800|0|0|0|0|1
10167711-10103|0035940|1|9999|7300|0|0|0|0|1
10167711-10103|0038254|1|9999|7300|0|0|0|0|1
10167711-10103|0038255|1|9999|7300|0|0|0|0|1
10167711-10103|0054786|1|9999|7300|0|0|0|0|1
10167711-10103|0054787|1|9999|7300|0|0|0|0|1
10167711-10103|0054788|1|9999|7800|0|0|0|0|1
10167711-10103|0054789|1|9999|7800|0|0|0|0|1
10167723-10103|0029726|1|9999|6300|0|0|0|0|1
10167723-10103|0029727|1|9999|6300|0|0|0|0|1
10167711-10103|0030357|1|9999|6300|0|0|0|0|1
10167711-10103|0035937|1|9999|7800|0|0|0|0|1
10167711-10103|0035938|1|9999|7800|0|0|0|0|1
10167685-10103|0080072|1|9999|142500|0|0|0|0|1
10167685-10103|0080073|1|9999|142500|0|0|0|0|1
10167684-10103|0077785|1|9999|93500|0|0|0|0|1
10167684-10103|0077786|1|9999|93500|0|0|0|0|1
10167684-10103|0080070|1|9999|93500|0|0|0|0|1
10163464-10103|0081563|1|9999|22900|0|0|0|0|1
10167711-10103|0048979|1|9999|20800|0|0|0|0|1
10167711-10103|0048977|1|9999|20800|0|0|0|0|1
10167711-10103|0067466|1|9999|2900|0|0|0|0|1
10167665-10103|0054559|1|9999|379900|0|0|0|0|1
10167665-10103|0034425|1|9999|337900|0|0|0|0|1
10167666-10103|0074646|1|9999|646900|0|0|0|0|1
10167691-10103|0084647|1|9999|15500|0|0|0|0|1
10167742-10103|0003463|1|9999|19900|0|0|0|0|1
10167662-10103|0084630|1|9999|17100|0|0|0|0|1
10167719-10103|0082870|1|9999|4950|0|0|0|0|1
10167685-10103|0081384|1|9999|88500|0|0|0|0|1
10167711-10103|0049546|1|9999|20800|0|0|0|0|1
10167719-10103|0082871|1|9999|4950|0|0|0|0|1
10167719-10103|0084509|1|9999|4950|0|0|0|0|1
10167661-10103|0051382|1|9999|78500|0|0|0|0|1
10167693-10103|0081964|1|9999|311900|0|0|0|0|1
10167693-10103|0081965|1|9999|311900|0|0|0|0|1
10167693-10103|0072650|1|9999|107900|0|0|0|0|1
10167719-10103|0082763|1|9999|2250|0|0|0|0|1
10167756-10103|0067235|1|9999||15|0|0|0|1
10167662-10103|0084631|1|9999|17100|0|0|0|0|1
10167700-10103|0032701|1|9999|3200|0|0|0|0|1
10167666-10103|0046434|1|9999|349900|0|0|0|0|1
10167662-10103|0008147|1|9999|41500|0|0|0|0|1
10167711-10103|0015613|1|9999|21500|0|0|0|0|1
10167699-10103|0032705|1|9999|2600|0|0|0|0|1
10167700-10103|0002477|1|9999|17500|0|0|0|0|1
10167711-10103|0048959|1|9999|4600|0|0|0|0|1
10167711-10103|0048963|1|9999|4600|0|0|0|0|1
10167700-10103|0032812|1|9999|3200|0|0|0|0|1
10167700-10103|0032750|1|9999|3200|0|0|0|0|1
10167682-10103|0054473|1|9999|50900|0|0|0|0|1
10167682-10103|0054474|1|9999|50900|0|0|0|0|1
10167682-10103|0054475|1|9999|53900|0|0|0|0|1
10167691-10103|0059346|1|9999|36500|0|0|0|0|1
10167719-10103|0085523|1|9999|3700|0|0|0|0|1
10167719-10103|0085253|1|9999|5500|0|0|0|0|1
10167700-10103|0002090|1|9999|11500|0|0|0|0|1
10167664-10103|0085511|1|9999|4000|0|0|0|0|1
10167701-10103|0064001|1|9999|11500|0|0|0|0|1
10167701-10103|0004914|1|9999|16200|0|0|0|0|1
10167749-10103|0067993|1|9999|849000|0|0|0|0|1
10167700-10103|0002089|1|9999|11500|0|0|0|0|1
10167684-10103|0022171|1|9999|42500|0|0|0|0|1
10167742-10103|0047303|1|9999|36900|0|0|0|0|1
10167663-10103|0036838|1|9999|512900|0|0|0|0|1
10167711-10103|0067412|1|9999|7300|0|0|0|0|1
10167711-10103|0040634|1|9999|2900|0|0|0|0|1
10167682-10103|0053829|1|9999|19500|0|0|0|0|1
10167682-10103|0053828|1|9999|19500|0|0|0|0|1
10167704-10103|0085296|1|9999|16200|0|0|0|0|1
10167682-10103|0029063|1|9999|4800|0|0|0|0|1
10167701-10103|0064000|1|9999|11500|0|0|0|0|1
10167685-10103|0078384|1|9999|9200|0|0|0|0|1
10167746-10103|0085201|1|9999|4950|0|0|0|0|1
10167711-10103|0067413|1|9999|7800|0|0|0|0|1
10167722-10103|0082033|1|9999|43000|0|0|0|0|1
10167482-10103|0030984|1|9999|11900|0|0|0|0|1
10167482-10103|0030983|1|9999|11900|0|0|0|0|1
10167691-10103|0065575|1|9999|32500|0|0|0|0|1
10167691-10103|0073890|1|9999|65500|0|0|0|0|1
10167700-10103|0002091|1|9999|11500|0|0|0|0|1
10167682-10103|0070599|1|9999|16500|0|0|0|0|1
10167682-10103|0070600|1|9999|16500|0|0|0|0|1
10167682-10103|0080295|1|9999|16500|0|0|0|0|1
10167693-10103|0086577|1|9999|165900|0|0|0|0|1
10167693-10103|0086576|1|9999|165900|0|0|0|0|1
10167662-10103|0086613|1|9999|16150|0|0|0|0|1
10167665-10103|0044628|1|9999|407900|0|0|0|0|1
10167665-10103|0061304|1|9999|563900|0|0|0|0|1
10167665-10103|0034398|1|9999|325900|0|0|0|0|1
10167665-10103|0071838|1|9999|265900|0|0|0|0|1
10167663-10103|0081669|1|9999|376900|0|0|0|0|1
10167663-10103|0036836|1|9999|512900|0|0|0|0|1
10167663-10103|0062224|1|9999|672900|0|0|0|0|1
10167663-10103|0056308|1|9999|894900|0|0|0|0|1
10167663-10103|0062225|1|9999|462900|0|0|0|0|1
10167663-10103|0045723|1|9999|673900|0|0|0|0|1
10167758-10103|0053654|1|9999|249000|0|0|0|0|1
10167758-10103|0053659|1|9999|849000|0|0|0|0|1
10167758-10103|0053662|1|9999|2599000|0|0|0|0|1
10167758-10103|0073200|1|9999|2999000|0|0|0|0|1
10167749-10103|0074205|1|9999|2799000|0|0|0|0|1
10167749-10103|0062762|1|9999|649000|0|0|0|0|1
10167749-10103|0075465|1|9999|749000|0|0|0|0|1
10167749-10103|0050636|1|9999|899000|0|0|0|0|1
10167685-10103|0078385|1|9999|9200|0|0|0|0|1
10167682-10103|0080293|1|9999|16500|0|0|0|0|1
10167710-10103|0034675|1|9999|48300|0|0|0|0|1
10167710-10103|0076479|1|9999|48900|0|0|0|0|1
10167707-10103|0002432|1|9999|27100|0|0|0|0|1
10167662-10103|0065778|1|9999|129400|0|0|0|0|1
10167662-10103|0065777|1|9999|129400|0|0|0|0|1
10167662-10103|0065780|1|9999|122700|0|0|0|0|1
10167662-10103|0071045|1|9999|122700|0|0|0|0|1
10167662-10103|0062483|1|9999|15550|0|0|0|0|1
10167691-10103|0075243|1|9999|32500|0|0|0|0|1
10167691-10103|0075242|1|9999|32500|0|0|0|0|1
10167691-10103|0073892|1|9999|32500|0|0|0|0|1
10167722-10103|0082093|1|9999|43500|0|0|0|0|1
10167722-10103|0081394|1|9999|43500|0|0|0|0|1
10167722-10103|0081393|1|9999|43500|0|0|0|0|1
10167723-10103|0040713|1|9999|13050|0|0|0|0|1
10167723-10103|0040712|1|9999|28300|0|0|0|0|1
10167722-10103|0073177|1|9999|27900|0|0|0|0|1
10167722-10103|0073175|1|9999|27900|0|0|0|0|1
10167722-10103|0073176|1|9999|27900|0|0|0|0|1
10167711-10103|0040711|1|9999|13000|0|0|0|0|1
10167711-10103|0040710|1|9999|28300|0|0|0|0|1
10167711-10103|0040632|1|9999|28300|0|0|0|0|1
10167711-10103|0040631|1|9999|28300|0|0|0|0|1
10167722-10103|0081036|1|9999|35900|0|0|0|0|1
10167722-10103|0073182|1|9999|35900|0|0|0|0|1
10167722-10103|0037758|1|9999|235000|0|0|0|0|1
10167722-10103|0073184|1|9999|35900|0|0|0|0|1
10167722-10103|0073332|1|9999|35900|0|0|0|0|1
10167722-10103|0073186|1|9999|35900|0|0|0|0|1
10167722-10103|0073179|1|9999|35900|0|0|0|0|1
10167722-10103|0073183|1|9999|35900|0|0|0|0|1
10167722-10103|0037756|1|9999|265000|0|0|0|0|1
10167722-10103|0073185|1|9999|35900|0|0|0|0|1
10167722-10103|0037761|1|9999|235000|0|0|0|0|1
10167722-10103|0073181|1|9999|35900|0|0|0|0|1
10167722-10103|0037762|1|9999|235000|0|0|0|0|1
10167722-10103|0073180|1|9999|27900|0|0|0|0|1
10167722-10103|0030214|1|9999|35600|0|0|0|0|1
10167722-10103|0063669|1|9999|35600|0|0|0|0|1
10167722-10103|0064030|1|9999|35600|0|0|0|0|1
10167722-10103|0030270|1|9999|35600|0|0|0|0|1
10167722-10103|0040709|1|9999|35600|0|0|0|0|1
10167722-10103|0063671|1|9999|35600|0|0|0|0|1
10167722-10103|0027190|1|9999|35600|0|0|0|0|1
10167722-10103|0063670|1|9999|35600|0|0|0|0|1
10167711-10103|0072070|1|9999|31900|0|0|0|0|1
10167722-10103|0075709|1|9999|47800|0|0|0|0|1
10167722-10103|0075707|1|9999|47800|0|0|0|0|1
10167722-10103|0075706|1|9999|47800|0|0|0|0|1
10167722-10103|0075708|1|9999|47800|0|0|0|0|1
10167722-10103|0075705|1|9999|47800|0|0|0|0|1
10167722-10103|0082705|1|9999|37400|0|0|0|0|1
10167723-10103|0016139|1|9999|28300|0|0|0|0|1
10167723-10103|0029975|1|9999|28300|0|0|0|0|1
10167723-10103|0016142|1|9999|28300|0|0|0|0|1
10167723-10103|0030174|1|9999|28300|0|0|0|0|1
10167723-10103|0016664|1|9999|28300|0|0|0|0|1
10167723-10103|0016247|1|9999|28300|0|0|0|0|1
10167723-10103|0012583|1|9999|28300|0|0|0|0|1
10167723-10103|0016140|1|9999|28300|0|0|0|0|1
10167723-10103|0074382|1|9999|28300|0|0|0|0|1
10167723-10103|0029716|1|9999|28300|0|0|0|0|1
10167684-10103|0047639|1|9999|140500|0|0|0|0|1
10167684-10103|0047640|1|9999|140500|0|0|0|0|1
10167684-10103|0047641|1|9999|140500|0|0|0|0|1
10167756-10103|0057277|1|9999||15|0|0|0|1
10167756-10103|0057279|1|9999||15|0|0|0|1
10167755-10103|0057280|1|9999||20|0|0|0|1
10167756-10103|0057284|1|9999||15|0|0|0|1
10167756-10103|0045988|1|9999||15|0|0|0|1
10167585-10103|0084141|1|9999|627500|0|0|0|0|1
10167585-10103|0084142|1|9999|701000|0|0|0|0|1
10167685-10103|0081380|1|9999|84900|0|0|0|0|1
10167685-10103|0081381|1|9999|84900|0|0|0|0|1
10167685-10103|0081382|1|9999|84900|0|0|0|0|1
10167685-10103|0081383|1|9999|88500|0|0|0|0|1
10167684-10103|0078134|1|9999|15900|0|0|0|0|1
10167711-10103|0078392|1|9999|13600|0|0|0|0|1
10167691-10103|0076627|1|9999|20500|0|0|0|0|1
10167691-10103|0030966|1|9999|20500|0|0|0|0|1
10167682-10103|0030974|1|9999|30500|0|0|0|0|1
10167685-10103|0004796|1|9999|47500|0|0|0|0|1
10167685-10103|0029196|1|9999|20200|0|0|0|0|1
10167682-10103|0080294|1|9999|16500|0|0|0|0|1
10167682-10103|0066512|1|9999|30500|0|0|0|0|1
10167682-10103|0080290|1|9999|30500|0|0|0|0|1
10167685-10103|0080291|1|9999|47500|0|0|0|0|1
10167685-10103|0078383|1|9999|20200|0|0|0|0|1
10167711-10103|0065400|1|9999|16100|0|0|0|0|1
10167711-10103|0065401|1|9999|16100|0|0|0|0|1
10167711-10103|0059832|1|9999|17500|0|0|0|0|1
10167711-10103|0075560|1|9999|16100|0|0|0|0|1
10167719-10103|0077092|1|9999|9500|0|0|0|0|1
10167700-10103|0079486|1|9999|25500|0|0|0|0|1
10167700-10103|0079490|1|9999|25500|0|0|0|0|1
10167700-10103|0079487|1|9999|25500|0|0|0|0|1
10167700-10103|0047655|1|9999|14700|0|0|0|0|1
